"","Chestnut_contig","gene_number"
"9366","contig0011516",2
"9367","contig0011520",1
"9368","contig0011525",2
"9369","contig0011526",1
"9370","contig0011531",2
"9371","contig0011532",1
"9372","contig0011536",1
"9373","contig0011537",1
"9374","contig0011545",1
"9375","contig0011548",1
"9376","contig0011550",1
"9377","contig0011551",1
"9378","contig0011553",1
"9379","contig0011556",2
"9380","contig0011557",1
"9381","contig0011560",2
"9382","contig0011563",2
"9383","contig0011565",1
"9384","contig0011566",3
"9385","contig0011568",1
"9386","contig0011569",1
"9387","contig0011570",1
"9388","contig0011572",1
"9389","contig0011573",1
"9390","contig0011575",1
"9391","contig0011576",2
"9392","contig0011578",1
"9393","contig0011579",1
"9394","contig0011580",1
"9395","contig0011581",1
"9396","contig0011590",2
"9397","contig0011591",1
"9398","contig0011592",1
"9399","contig0011595",1
"9400","contig0011599",2
"9401","contig0011603",1
"9402","contig0011605",1
"9403","contig0011609",2
"9404","contig0011611",1
"9405","contig0011612",1
"9406","contig0011618",2
"9407","contig0011620",2
"9408","contig0011621",2
"9409","contig0011623",1
"9410","contig0011625",1
"9411","contig0011627",2
"9412","contig0011628",2
"9413","contig0011629",1
"9414","contig0011632",2
"9415","contig0011635",2
"9416","contig0011637",1
"9417","contig0011640",1
"9418","contig0011641",1
"9419","contig0011643",1
"9420","contig0011644",1
"9421","contig0011645",1
"9422","contig0011646",1
"9423","contig0011649",2
"9424","contig0011652",2
"9425","contig0011654",1
"9426","contig0011658",1
"9427","contig0011659",1
"9428","contig0011661",1
"9429","contig0011662",4
"9430","contig0011665",1
"9431","contig0011676",1
"9432","contig0011677",1
"9433","contig0011679",2
"9434","contig0011681",1
"9435","contig0011682",1
"9436","contig0011686",1
"9437","contig0011688",2
"9438","contig0011692",1
"9439","contig0011693",1
"9440","contig0011695",1
"9441","contig0011696",1
"9442","contig0011697",1
"9443","contig0011698",1
"9444","contig0011699",1
"9445","contig0011700",1
"9446","contig0011701",2
"9447","contig0011705",1
"9448","contig0011707",1
"9449","contig0011713",1
"9450","contig0011719",1
"9451","contig0011722",1
"9452","contig0011724",1
"9453","contig0011727",1
"9454","contig0011729",1
"9455","contig0011730",2
"9456","contig0011731",1
"9457","contig0011733",1
"9458","contig0011734",1
"9459","contig0011737",1
"9460","contig0011740",1
"9461","contig0011743",3
"9462","contig0011745",1
"9463","contig0011748",1
"9464","contig0011749",1
"9465","contig0011750",1
"9466","contig0011751",1
"9467","contig0011752",1
"9468","contig0011756",1
"9469","contig0011757",3
"9470","contig0011758",3
"9471","contig0011760",1
"9472","contig0011761",1
"9473","contig0011762",1
"9474","contig0011763",1
"9475","contig0011765",3
"9476","contig0011767",3
"9477","contig0011772",1
"9478","contig0011773",1
"9479","contig0011776",1
"9480","contig0011778",1
"9481","contig0011779",1
"9482","contig0011781",1
"9483","contig0011786",1
"9484","contig0011790",1
"9485","contig0011792",1
"9486","contig0011794",1
"9487","contig0011795",1
"9488","contig0011800",1
"9489","contig0011805",1
"9490","contig0011806",2
"9491","contig0011809",1
"9492","contig0011813",2
"9493","contig0011815",1
"9494","contig0011821",1
"9495","contig0011830",1
"9496","contig0011833",1
"9497","contig0011834",1
"9498","contig0011837",1
"9499","contig0011839",1
"9500","contig0011841",1
"9501","contig0011847",2
"9502","contig0011852",3
"9503","contig0011854",1
"9504","contig0011858",1
"9505","contig0011859",1
"9506","contig0011864",1
"9507","contig0011865",1
"9508","contig0011873",1
"9509","contig0011876",1
"9510","contig0011882",1
"9511","contig0011883",1
"9512","contig0011884",1
"9513","contig0011885",1
"9514","contig0011889",1
"9515","contig0011890",3
"9516","contig0011893",1
"9517","contig0011894",2
"9518","contig0011896",3
"9519","contig0011897",1
"9520","contig0011906",1
"9521","contig0011907",1
"9522","contig0011908",1
"9523","contig0011911",2
"9524","contig0011913",1
"9525","contig0011914",1
"9526","contig0011916",2
"9527","contig0011918",1
"9528","contig0011922",1
"9529","contig0011923",1
"9530","contig0011929",1
"9531","contig0011932",1
"9532","contig0011934",1
"9533","contig0011936",1
"9534","contig0011938",1
"9535","contig0011939",1
"9536","contig0011942",2
"9537","contig0011943",1
"9538","contig0011944",1
"9539","contig0011945",1
"9540","contig0011946",1
"9541","contig0011949",1
"9542","contig0011950",1
"9543","contig0011951",2
"9544","contig0011953",2
"9545","contig0011957",1
"9546","contig0011960",1
"9547","contig0011961",3
"9548","contig0011963",1
"9549","contig0011965",1
"9550","contig0011966",1
"9551","contig0011967",2
"9552","contig0011971",1
"9553","contig0011972",1
"9554","contig0011973",1
"9555","contig0011974",1
"9556","contig0011976",4
"9557","contig0011977",1
"9558","contig0011978",1
"9559","contig0011980",1
"9560","contig0011981",2
"9561","contig0011989",3
"9562","contig0011990",1
"9563","contig0011991",1
"9564","contig0011992",1
"9565","contig0012000",2
"9566","contig0012003",1
"9567","contig0012004",1
"9568","contig0012005",1
"9569","contig0012006",1
"9570","contig0012009",2
"9571","contig0012010",3
"9572","contig0012011",1
"9573","contig0012017",2
"9574","contig0012019",1
"9575","contig0012025",2
"9576","contig0012028",1
"9577","contig0012029",1
"9578","contig0012034",3
"9579","contig0012035",1
"9580","contig0012036",1
"9581","contig0012038",1
"9582","contig0012043",1
"9583","contig0012045",1
"9584","contig0012048",1
"9585","contig0012054",1
"9586","contig0012056",1
"9587","contig0012057",2
"9588","contig0012058",1
"9589","contig0012059",1
"9590","contig0012060",1
"9591","contig0012063",1
"9592","contig0012064",1
"9593","contig0012069",1
"9594","contig0012071",3
"9595","contig0012076",1
"9596","contig0012080",1
"9597","contig0012082",1
"9598","contig0012085",1
"9599","contig0012091",1
"9600","contig0012095",1
"9601","contig0012096",2
"9602","contig0012100",2
"9603","contig0012102",1
"9604","contig0012103",1
"9605","contig0012109",1
"9606","contig0012110",2
"9607","contig0012111",2
"9608","contig0012114",1
"9609","contig0012115",1
"9610","contig0012118",1
"9611","contig0012119",1
"9612","contig0012120",1
"9613","contig0012121",1
"9614","contig0012122",3
"9615","contig0012123",1
"9616","contig0012124",1
"9617","contig0012127",1
"9618","contig0012128",1
"9619","contig0012133",1
"9620","contig0012142",1
"9621","contig0012143",2
"9622","contig0012155",1
"9623","contig0012156",1
"9624","contig0012157",2
"9625","contig0012161",1
"9626","contig0012163",3
"9627","contig0012164",1
"9628","contig0012165",1
"9629","contig0012167",1
"9630","contig0012168",1
"9631","contig0012169",2
"9632","contig0012180",1
"9633","contig0012184",1
"9634","contig0012185",1
"9635","contig0012192",1
"9636","contig0012194",1
"9637","contig0012196",1
"9638","contig0012197",1
"9639","contig0012199",1
"9640","contig0012203",2
"9641","contig0012204",1
"9642","contig0012207",1
"9643","contig0012208",1
"9644","contig0012209",1
"9645","contig0012210",1
"9646","contig0012214",1
"9647","contig0012216",1
"9648","contig0012221",1
"9649","contig0012225",1
"9650","contig0012226",1
"9651","contig0012227",1
"9652","contig0012229",1
"9653","contig0012236",1
"9654","contig0012238",1
"9655","contig0012239",1
"9656","contig0012242",1
"9657","contig0012245",1
"9658","contig0012247",1
"9659","contig0012248",1
"9660","contig0012249",1
"9661","contig0012251",1
"9662","contig0012252",1
"9663","contig0012253",1
"9664","contig0012255",1
"9665","contig0012256",1
"9666","contig0012257",1
"9667","contig0012260",1
"9668","contig0012262",1
"9669","contig0012263",1
"9670","contig0012266",2
"9671","contig0012267",1
"9672","contig0012271",1
"9673","contig0012272",1
"9674","contig0012275",1
"9675","contig0012280",1
"9676","contig0012285",1
"9677","contig0012286",2
"9678","contig0012291",1
"9679","contig0012295",1
"9680","contig0012296",1
"9681","contig0012298",1
"9682","contig0012305",2
"9683","contig0012306",1
"9684","contig0012307",1
"9685","contig0012308",1
"9686","contig0012313",1
"9687","contig0012314",1
"9688","contig0012316",2
"9689","contig0012317",1
"9690","contig0012318",1
"9691","contig0012319",2
"9692","contig0012320",1
"9693","contig0012323",1
"9694","contig0012325",1
"9695","contig0012328",1
"9696","contig0012330",2
"9697","contig0012333",1
"9698","contig0012335",1
"9699","contig0012336",1
"9700","contig0012337",1
"9701","contig0012339",1
"9702","contig0012341",1
"9703","contig0012343",1
"9704","contig0012345",1
"9705","contig0012346",1
"9706","contig0012347",1
"9707","contig0012355",1
"9708","contig0012356",1
"9709","contig0012359",1
"9710","contig0012361",2
"9711","contig0012371",1
"9712","contig0012378",1
"9713","contig0012383",1
"9714","contig0012384",1
"9715","contig0012385",1
"9716","contig0012386",1
"9717","contig0012389",2
"9718","contig0012399",1
"9719","contig0012400",1
"9720","contig0012401",3
"9721","contig0012403",1
"9722","contig0012405",2
"9723","contig0012406",1
"9724","contig0012408",1
"9725","contig0012409",1
"9726","contig0012410",2
"9727","contig0012414",3
"9728","contig0012418",1
"9729","contig0012422",1
"9730","contig0012424",1
"9731","contig0012427",1
"9732","contig0012428",2
"9733","contig0012432",1
"9734","contig0012440",1
"9735","contig0012442",5
"9736","contig0012443",2
"9737","contig0012444",1
"9738","contig0012448",1
"9739","contig0012453",1
"9740","contig0012456",1
"9741","contig0012457",1
"9742","contig0012458",1
"9743","contig0012465",2
"9744","contig0012474",1
"9745","contig0012477",2
"9746","contig0012478",1
"9747","contig0012482",2
"9748","contig0012483",1
"9749","contig0012484",2
"9750","contig0012486",1
"9751","contig0012489",1
"9752","contig0012490",1
"9753","contig0012491",1
"9754","contig0012498",1
"9755","contig0012502",2
"9756","contig0012505",2
"9757","contig0012506",1
"9758","contig0012509",1
"9759","contig0012513",1
"9760","contig0012515",2
"9761","contig0012520",1
"9762","contig0012523",2
"9763","contig0012525",1
"9764","contig0012532",1
"9765","contig0012535",2
"9766","contig0012539",1
"9767","contig0012540",2
"9768","contig0012542",1
"9769","contig0012544",1
"9770","contig0012551",1
"9771","contig0012552",2
"9772","contig0012560",2
"9773","contig0012563",2
"9774","contig0012564",4
"9775","contig0012567",1
"9776","contig0012573",4
"9777","contig0012574",1
"9778","contig0012583",1
"9779","contig0012584",1
"9780","contig0012592",1
"9781","contig0012598",1
"9782","contig0012599",1
"9783","contig0012601",2
"9784","contig0012604",1
"9785","contig0012605",2
"9786","contig0012607",1
"9787","contig0012608",1
"9788","contig0012624",1
"9789","contig0012630",1
"9790","contig0012634",1
"9791","contig0012635",1
"9792","contig0012640",1
"9793","contig0012651",1
"9794","contig0012654",2
"9795","contig0012656",1
"9796","contig0012668",3
"9797","contig0012671",2
"9798","contig0012673",2
"9799","contig0012674",1
"9800","contig0012680",2
"9801","contig0012688",18
"9802","contig0012689",11
"9803","contig0012690",14
"9804","contig0012691",17
"9805","contig0012692",26
"9806","contig0012693",17
"9807","contig0012694",20
"9808","contig0012695",9
"9809","contig0012696",6
"9810","contig0012697",14
"9811","contig0012698",6
"9812","contig0012699",12
"9813","contig0012700",10
"9814","contig0012701",7
"9815","contig0012702",12
"9816","contig0012703",10
"9817","contig0012704",2
"9818","contig0012705",13
"9819","contig0012706",13
"9820","contig0012707",13
"9821","contig0012708",14
"9822","contig0012709",8
"9823","contig0012710",13
"9824","contig0012711",7
"9825","contig0012712",8
"9826","contig0012713",10
"9827","contig0012714",3
"9828","contig0012715",8
"9829","contig0012716",16
"9830","contig0012717",3
"9831","contig0012718",10
"9832","contig0012719",13
"9833","contig0012720",2
"9834","contig0012721",12
"9835","contig0012722",11
"9836","contig0012723",13
"9837","contig0012724",6
"9838","contig0012725",14
"9839","contig0012726",8
"9840","contig0012727",10
"9841","contig0012728",14
"9842","contig0012729",10
"9843","contig0012730",7
"9844","contig0012731",10
"9845","contig0012732",11
"9846","contig0012733",10
"9847","contig0012734",14
"9848","contig0012735",11
"9849","contig0012736",9
"9850","contig0012737",6
"9851","contig0012738",9
"9852","contig0012739",7
"9853","contig0012740",7
"9854","contig0012741",10
"9855","contig0012742",13
"9856","contig0012743",7
"9857","contig0012744",1
"9858","contig0012745",11
"9859","contig0012746",7
"9860","contig0012747",12
"9861","contig0012748",12
"9862","contig0012749",13
"9863","contig0012750",8
"9864","contig0012751",7
"9865","contig0012752",6
"9866","contig0012753",11
"9867","contig0012754",5
"9868","contig0012755",9
"9869","contig0012756",14
"9870","contig0012757",7
"9871","contig0012758",5
"9872","contig0012759",7
"9873","contig0012760",5
"9874","contig0012761",9
"9875","contig0012762",9
"9876","contig0012763",12
"9877","contig0012764",8
"9878","contig0012765",16
"9879","contig0012766",6
"9880","contig0012767",11
"9881","contig0012768",8
"9882","contig0012769",4
"9883","contig0012770",7
"9884","contig0012771",14
"9885","contig0012772",11
"9886","contig0012773",10
"9887","contig0012774",9
"9888","contig0012775",15
"9889","contig0012776",9
"9890","contig0012777",6
"9891","contig0012778",15
"9892","contig0012779",7
"9893","contig0012780",8
"9894","contig0012781",7
"9895","contig0012782",9
"9896","contig0012783",7
"9897","contig0012784",7
"9898","contig0012785",5
"9899","contig0012786",6
"9900","contig0012787",7
"9901","contig0012788",11
"9902","contig0012789",6
"9903","contig0012790",9
"9904","contig0012791",10
"9905","contig0012792",7
"9906","contig0012793",2
"9907","contig0012794",6
"9908","contig0012795",7
"9909","contig0012796",7
"9910","contig0012797",6
"9911","contig0012798",6
"9912","contig0012799",4
"9913","contig0012800",4
"9914","contig0012801",12
"9915","contig0012802",7
"9916","contig0012803",6
"9917","contig0012804",3
"9918","contig0012805",12
"9919","contig0012806",3
"9920","contig0012807",9
"9921","contig0012808",10
"9922","contig0012809",14
"9923","contig0012810",5
"9924","contig0012811",6
"9925","contig0012812",3
"9926","contig0012813",5
"9927","contig0012814",7
"9928","contig0012815",8
"9929","contig0012816",9
"9930","contig0012817",8
"9931","contig0012818",13
"9932","contig0012819",10
"9933","contig0012820",2
"9934","contig0012821",1
"9935","contig0012822",9
"9936","contig0012823",2
"9937","contig0012824",12
"9938","contig0012825",12
"9939","contig0012826",5
"9940","contig0012827",3
"9941","contig0012828",9
"9942","contig0012829",8
"9943","contig0012830",11
"9944","contig0012831",8
"9945","contig0012832",3
"9946","contig0012833",8
"9947","contig0012834",3
"9948","contig0012835",4
"9949","contig0012836",4
"9950","contig0012837",3
"9951","contig0012838",8
"9952","contig0012839",7
"9953","contig0012840",6
"9954","contig0012841",5
"9955","contig0012842",4
"9956","contig0012843",8
"9957","contig0012844",10
"9958","contig0012845",6
"9959","contig0012846",9
"9960","contig0012847",8
"9961","contig0012848",3
"9962","contig0012849",5
"9963","contig0012850",7
"9964","contig0012851",2
"9965","contig0012852",1
"9966","contig0012853",5
"9967","contig0012854",13
"9968","contig0012855",4
"9969","contig0012856",9
"9970","contig0012857",2
"9971","contig0012858",2
"9972","contig0012859",5
"9973","contig0012860",9
"9974","contig0012861",6
"9975","contig0012862",10
"9976","contig0012863",6
"9977","contig0012864",11
"9978","contig0012865",7
"9979","contig0012866",10
"9980","contig0012867",3
"9981","contig0012868",3
"9982","contig0012869",12
"9983","contig0012870",4
"9984","contig0012871",4
"9985","contig0012872",5
"9986","contig0012873",5
"9987","contig0012874",9
"9988","contig0012875",8
"9989","contig0012876",4
"9990","contig0012877",7
"9991","contig0012878",3
"9992","contig0012879",5
"9993","contig0012880",7
"9994","contig0012881",2
"9995","contig0012882",7
"9996","contig0012883",4
"9997","contig0012884",10
"9998","contig0012885",7
